Time,Open,High,Low,Last,Change,Volume
11/20/2020,497.99,502.5,489.06,489.61,-9.66,32911900
11/19/2020,492,508.6112,487.57,499.27,12.63,62475300
11/18/2020,448.35,496,443.5001,486.64,45.03,78044000
11/17/2020,460.17,462,433.01,441.61,33.52,61188200
11/16/2020,408.93,412.45,404.0868,408.09,-0.41,26838600
11/13/2020,410.85,412.5319,401.66,408.5,-3.26,19830300
11/12/2020,415.05,423,409.52,411.76,-5.37,19940500
11/11/2020,416.45,418.695,410.58,417.13,6.77,17357700
11/10/2020,420.09,420.09,396.0301,410.36,-10.9,30284200
11/09/2020,439.5,452.5,421,421.26,-8.69,34833000
11/06/2020,436.1,436.57,424.28,429.95,-8.14,21706000
11/05/2020,428.3,440,424.0001,438.09,17.11,28414500
11/04/2020,430.62,435.4,417.1,420.98,-2.92,32143000
11/03/2020,409.73,427.77,406.69,423.9,23.39,34351700
11/02/2020,394,406.9799,392.3,400.51,12.47,29021100
10/30/2020,406.9,407.5915,379.11,388.04,-22.79,42587600
10/29/2020,409.96,418.06,406.46,410.83,4.81,22655300
10/28/2020,416.48,418.6,406,406.02,-18.66,25451400
10/27/2020,423.76,430.5,420.1,424.68,4.4,22686500
10/26/2020,411.63,425.76,410,420.28,-0.35,28239100
10/23/2020,421.84,422.8859,407.3801,420.63,-5.16,33716900
10/22/2020,441.92,445.23,424.51,425.79,3.15,39993100
10/21/2020,422.7,432.95,421.25,422.64,0.7,32370400
10/20/2020,431.75,431.75,419.0501,421.94,-8.89,31656200
10/19/2020,446.24,447,428.87,430.83,-8.84,36287800
10/16/2020,454.44,455.9499,438.85,439.67,-9.21,32775800
10/15/2020,450.31,456.57,442.5,448.88,-12.42,35672300
10/14/2020,449.78,465.9,447.35,461.3,14.65,48045300
10/13/2020,443.35,448.89,436.6,446.65,4.35,34463600
10/12/2020,442,448.74,438.58,442.3,8.3,38791100
10/09/2020,430.13,434.5899,426.4601,434,8.08,28925600
10/08/2020,438.44,439,425.3,425.92,0.62,40421100
10/07/2020,419.87,429.9,413.845,425.3,11.32,43127700
10/06/2020,423.79,428.7799,406.05,413.98,-11.7,49146200
10/05/2020,423.35,433.64,419.33,425.68,10.59,44722700
10/02/2020,421.39,439.13,415,415.09,-33.07,71430000
10/01/2020,440.76,448.88,434.42,448.16,19.15,50741400
09/30/2020,421.32,433.93,420.47,429.01,9.94,48145500
09/29/2020,416,428.5,411.6,419.07,-2.13,50341400
09/28/2020,424.62,428.08,415.55,421.2,13.86,49719500
09/25/2020,393.47,408.7323,391.3,407.34,19.55,67208400
09/24/2020,363.8,399.5,351.3,387.79,7.43,96561000
09/23/2020,405.16,412.15,375.8801,380.36,-43.87,95074096
09/22/2020,429.6,437.76,417.6001,424.23,-25.16,79580704
09/21/2020,453.13,455.68,407.07,449.39,7.24,109476800
09/18/2020,447.94,451,428.8,442.15,18.72,86406800
09/17/2020,415.6,437.79,408.0001,423.43,-18.33,76779104
09/16/2020,439.87,457.79,435.31,441.76,-8,72546704
